Date,SolarEnergy
2021-07-01,15.5
2021-07-02,10.6
2021-07-03,17.0
2021-07-04,20.9
2021-07-05,19.5
2021-07-06,21.5
2021-07-07,16.6
2021-07-08,10.2
2021-07-09,14.8
2021-07-10,16.6
2021-07-11,4.9
2021-07-12,8.9
2021-07-13,5.6
2021-07-14,5.5
2021-07-15,7.5
2021-07-16,15.1
2021-07-17,16.8
2021-07-18,18.6
2021-07-19,15.8
2021-07-20,12.9
2021-07-21,4.0
2021-07-22,3.1
2021-07-23,11.5
2021-07-24,17.8
2021-07-25,18.6
2021-07-26,18.7
2021-07-27,16.6
2021-07-28,16.7
2021-07-29,12.8
2021-07-30,15.8
2021-07-31,9.9
2021-08-01,17.8
2021-08-02,18.4
2021-08-03,17.4
2021-08-04,17.5
2021-08-05,17.5
2021-08-06,20.6
2021-08-07,23.0
2021-08-08,21.4
2021-08-09,21.0
2021-08-10,19.8
2021-08-11,21.0
2021-08-12,18.2
2021-08-13,16.8
2021-08-14,15.9
2021-08-15,10.6
2021-08-16,6.2
2021-08-17,6.7
2021-08-18,12.9
2021-08-19,13.2
2021-08-20,15.2
2021-08-21,12.4
2021-08-22,20.4
2021-08-23,21.3
2021-08-24,22.2
2021-08-25,20.7
2021-08-26,17.0
2021-08-27,15.6
2021-08-28,11.4
2021-08-29,17.3
2021-08-30,9.8
2021-08-31,14.2
2021-09-01,15.6
2021-09-02,19.1
2021-09-03,17.4
2021-09-04,15.8
2021-09-05,13.2
2021-09-06,5.0
2021-09-07,7.9
2021-09-08,17.7
2021-09-09,16.2
2021-09-10,15.1
2021-09-11,12.8
2021-09-12,14.3
2021-09-13,12.8
2021-09-14,15.1
2021-09-15,18.4
2021-09-16,21.9
2021-09-17,20.8
2021-09-18,21.0
2021-09-19,15.7
2021-09-20,14.1
2021-09-21,15.1
2021-09-22,14.5
2021-09-23,8.6
2021-09-24,16.5
2021-09-25,15.7
2021-09-26,14.9
2021-09-27,4.1
2021-09-28,10.9
2021-09-29,16.5
2021-09-30,18.3
2021-10-01,20.5
2021-10-02,18.8
2021-10-03,20.1
2021-10-04,20.4
2021-10-05,19.4
2021-10-06,17.0
2021-10-07,16.2
2021-10-08,19.2
2021-10-09,18.3
2021-10-10,18.5
2021-10-11,21.6
2021-10-12,21.1
2021-10-13,18.9
2021-10-14,19.3
2021-10-15,18.9
2021-10-16,3.0
2021-10-17,16.4
2021-10-18,20.5
2021-10-19,16.9
2021-10-20,20.0
2021-10-21,20.3
2021-10-22,21.1
2021-10-23,21.3
2021-10-24,15.5
2021-10-25,19.0
2021-10-26,20.0
2021-10-27,21.5
2021-10-28,18.0
2021-10-29,14.1
2021-10-30,13.8
2021-10-31,16.2
2021-11-01,12.2
2021-11-02,9.8
2021-11-03,7.8
2021-11-04,15.7
2021-11-05,15.3
2021-11-06,16.2
2021-11-07,15.7
2021-11-08,18.3
2021-11-09,17.9
2021-11-10,18.2
2021-11-11,5.2
2021-11-12,3.8
2021-11-13,9.7
2021-11-14,11.3
2021-11-15,12.6
2021-11-16,8.1
2021-11-17,12.4
2021-11-18,6.7
2021-11-19,6.5
2021-11-20,10.4
2021-11-21,10.1
2021-11-22,14.0
2021-11-23,15.4
2021-11-24,15.0
2021-11-25,15.3
2021-11-26,18.7
2021-11-27,16.0
2021-11-28,8.9
2021-11-29,5.1
2021-11-30,14.1
2021-12-01,13.3
2021-12-02,17.3
2021-12-03,17.7
2021-12-04,18.6
2021-12-05,18.3
2021-12-06,18.3
2021-12-07,16.8
2021-12-08,14.3
2021-12-09,13.0
2021-12-10,13.8
2021-12-11,16.0
2021-12-12,14.6
2021-12-13,13.2
2021-12-14,12.7
2021-12-15,15.8
2021-12-16,18.6
2021-12-17,18.6
2021-12-18,19.2
2021-12-19,18.6
2021-12-20,18.8
2021-12-21,19.3
2021-12-22,19.4
2021-12-23,19.0
2021-12-24,18.5
2021-12-25,18.4
2021-12-26,18.2
2021-12-27,14.4
2021-12-28,16.1
2021-12-29,16.9
2021-12-30,14.6
2021-12-31,17.6
2022-01-01,18.0
2022-01-02,13.8
2022-01-03,17.9
2022-01-04,17.3
2022-01-05,15.4
2022-01-06,18.6
2022-01-07,16.0
2022-01-08,13.0
2022-01-09,12.2
2022-01-10,14.7
2022-01-11,15.1
2022-01-12,15.3
2022-01-13,16.0
2022-01-14,14.4
2022-01-15,16.2
2022-01-16,16.1
2022-01-17,17.4
2022-01-18,18.9
2022-01-19,19.4
2022-01-20,19.4
2022-01-21,19.5
2022-01-22,19.7
2022-01-23,19.6
2022-01-24,20.0
2022-01-25,20.1
2022-01-26,18.5
2022-01-27,20.2
2022-01-28,20.9
2022-01-29,21.3
2022-01-30,21.3
2022-01-31,21.3
2022-02-01,20.9
2022-02-02,20.7
2022-02-03,20.7
2022-02-04,20.9
2022-02-05,21.7
2022-02-06,20.5
2022-02-07,20.9
2022-02-08,20.9
2022-02-09,20.6
2022-02-10,20.8
2022-02-11,21.4
2022-02-12,21.8
2022-02-13,22.2
2022-02-14,21.8
2022-02-15,21.6
2022-02-16,21.4
2022-02-17,21.1
2022-02-18,21.6
2022-02-19,22.4
2022-02-20,22.3
2022-02-21,22.4
2022-02-22,22.4
2022-02-23,22.0
2022-02-24,22.9
2022-02-25,23.2
2022-02-26,23.4
2022-02-27,23.4
2022-02-28,24.1
2022-03-01,24.2
2022-03-02,23.0
2022-03-03,23.4
2022-03-04,23.3
2022-03-05,23.5
2022-03-06,23.5
2022-03-07,25.3
2022-03-08,23.5
2022-03-09,24.0
2022-03-10,23.5
2022-03-11,24.1
2022-03-12,24.2
2022-03-13,24.1
2022-03-14,24.9
2022-03-15,25.7
2022-03-16,25.6
2022-03-17,25.6
2022-03-18,24.9
2022-03-19,24.9
2022-03-20,19.7
2022-03-21,24.0
2022-03-22,20.9
2022-03-23,23.7
2022-03-24,25.8
2022-03-25,26.1
2022-03-26,26.2
2022-03-27,26.7
2022-03-28,26.8
2022-03-29,27.3
2022-03-30,27.5
2022-03-31,27.3
2022-04-01,27.2
2022-04-02,27.2
2022-04-03,27.4
2022-04-04,27.5
2022-04-05,27.3
2022-04-06,27.3
2022-04-07,27.9
2022-04-08,27.1
2022-04-09,24.5
2022-04-10,26.3
2022-04-11,24.4
2022-04-12,26.7
2022-04-13,24.0
2022-04-14,24.0
2022-04-15,26.4
2022-04-16,26.3
2022-04-17,25.3
2022-04-18,26.5
2022-04-19,27.6
2022-04-20,27.7
2022-04-21,27.9
2022-04-22,27.9
2022-04-23,26.0
2022-04-24,26.2
2022-04-25,26.3
2022-04-26,27.3
2022-04-27,27.8
2022-04-28,27.8
2022-04-29,27.4
2022-04-30,27.2
2022-05-01,27.2
2022-05-02,27.7
2022-05-03,28.0
2022-05-04,25.7
2022-05-05,25.6
2022-05-06,27.6
2022-05-07,27.4
2022-05-08,26.0
2022-05-09,27.1
2022-05-10,13.6
2022-05-11,5.1
2022-05-12,15.0
2022-05-13,27.1
2022-05-14,27.1
2022-05-15,27.5
2022-05-16,27.5
2022-05-17,25.1
2022-05-18,14.7
2022-05-19,22.1
2022-05-20,18.2
2022-05-21,21.1
2022-05-22,28.5
2022-05-23,28.4
2022-05-24,28.2
2022-05-25,25.5
2022-05-26,26.5
2022-05-27,16.8
2022-05-28,28.6
2022-05-29,28.2
2022-05-30,25.2
2022-05-31,21.7
2022-06-01,21.9
2022-06-02,21.8
2022-06-03,22.3
2022-06-04,23.1
2022-06-05,19.9
2022-06-06,23.5
2022-06-07,25.1
2022-06-08,25.5
2022-06-09,23.1
2022-06-10,21.9
2022-06-11,24.2
2022-06-12,24.2
2022-06-13,20.5
2022-06-14,21.5
2022-06-15,24.3
2022-06-16,20.2
2022-06-17,18.8
2022-06-18,18.8
2022-06-19,18.7
2022-06-20,12.1
2022-06-21,12.8
2022-06-22,23.6
2022-06-23,20.9
2022-06-24,19.2
2022-06-25,15.4
2022-06-26,7.0
2022-06-27,10.9
2022-06-28,11.1
2022-06-29,14.0
2022-06-30,16.6
2022-07-01,14.7
2022-07-02,18.6
2022-07-03,16.7
2022-07-04,17.5
2022-07-05,11.1
2022-07-06,3.5
2022-07-07,20.0
2022-07-08,1.4
2022-07-09,1.9
2022-07-10,3.0
2022-07-11,1.8
2022-07-12,2.6
2022-07-13,4.0
2022-07-14,4.2
2022-07-15,18.2
2022-07-16,17.6
2022-07-17,11.0
2022-07-18,11.4
2022-07-19,24.4
2022-07-20,24.8
2022-07-21,10.2
2022-07-22,9.7
2022-07-23,5.5
2022-07-24,12.6
2022-07-25,14.1
2022-07-26,16.9
2022-07-27,20.0
2022-07-28,23.3
2022-07-29,25.4
2022-07-30,22.1
2022-07-31,21.9
2022-08-01,19.5
2022-08-02,20.1
2022-08-03,23.9
2022-08-04,23.0
2022-08-05,20.6
2022-08-06,7.3
2022-08-07,2.9
2022-08-08,2.6
2022-08-09,2.7
2022-08-10,16.9
2022-08-11,11.0
2022-08-12,24.4
2022-08-13,21.2
2022-08-14,3.2
2022-08-15,15.5
2022-08-16,25.6
2022-08-17,23.5
2022-08-18,21.7
2022-08-19,16.9
2022-08-20,18.1
2022-08-21,20.6
2022-08-22,22.1
2022-08-23,21.4
2022-08-24,17.4
2022-08-25,16.0
2022-08-26,20.7
2022-08-27,13.9
2022-08-28,15.2
2022-08-29,21.0
2022-08-30,22.1
2022-08-31,22.8
2022-09-01,21.8
2022-09-02,22.7
2022-09-03,24.1
2022-09-04,18.1
2022-09-05,23.8
2022-09-06,20.5
2022-09-07,15.7
2022-09-08,18.7
2022-09-09,12.0
2022-09-10,13.7
2022-09-11,6.1
2022-09-12,14.6
2022-09-13,18.1
2022-09-14,23.7
2022-09-15,24.2
2022-09-16,25.0
2022-09-17,21.8
2022-09-18,20.4
2022-09-19,12.9
2022-09-20,7.7
2022-09-21,16.9
2022-09-22,18.1
2022-09-23,19.4
2022-09-24,17.1
2022-09-25,18.2
2022-09-26,21.4
2022-09-27,19.4
2022-09-28,20.0
2022-09-29,20.0
2022-09-30,8.3
2022-10-01,13.1
2022-10-02,23.3
2022-10-03,21.6
2022-10-04,8.7
2022-10-05,15.7
2022-10-06,2.1
2022-10-07,17.6
2022-10-08,19.3
2022-10-09,18.6
2022-10-10,17.1
2022-10-11,20.5
2022-10-12,18.2
2022-10-13,16.7
2022-10-14,17.5
2022-10-15,10.3
2022-10-16,18.6
2022-10-17,21.6
2022-10-18,21.7
2022-10-19,21.2
2022-10-20,22.4
2022-10-21,20.0
2022-10-22,23.2
2022-10-23,23.3
2022-10-24,23.0
2022-10-25,23.3
2022-10-26,23.0
2022-10-27,22.1
2022-10-28,22.3
2022-10-29,22.3
2022-10-30,22.5
2022-10-31,21.5
2022-11-01,15.3
2022-11-02,18.3
2022-11-03,20.8
2022-11-04,19.5
2022-11-05,21.0
2022-11-06,21.9
2022-11-07,21.8
2022-11-08,21.3
2022-11-09,21.2
2022-11-10,21.0
2022-11-11,21.0
2022-11-12,15.0
2022-11-13,20.4
2022-11-14,16.4
2022-11-15,21.0
2022-11-16,21.1
2022-11-17,20.7
2022-11-18,20.0
2022-11-19,18.2
2022-11-20,20.5
2022-11-21,7.0
2022-11-22,17.9
2022-11-23,15.9
2022-11-24,13.4
2022-11-25,18.9
2022-11-26,19.8
2022-11-27,20.4
2022-11-28,20.4
2022-11-29,20.4
2022-11-30,20.1
2022-12-01,18.9
2022-12-02,13.9
2022-12-03,13.4
2022-12-04,18.6
2022-12-05,19.1
2022-12-06,19.7
2022-12-07,16.6
2022-12-08,17.1
2022-12-09,10.0
2022-12-10,8.7
2022-12-11,9.4
2022-12-12,15.3
2022-12-13,14.6
2022-12-14,17.7
2022-12-15,18.6
2022-12-16,18.8
2022-12-17,18.6
2022-12-18,18.0
2022-12-19,18.2
2022-12-20,19.3
2022-12-21,17.0
2022-12-22,19.4
2022-12-23,19.3
2022-12-24,19.3
2022-12-25,19.1
2022-12-26,12.0
2022-12-27,17.3
2022-12-28,18.7
2022-12-29,18.9
2022-12-30,19.2
2022-12-31,19.2
2023-01-01,19.3
2023-01-02,19.2
2023-01-03,19.4
2023-01-04,19.4
2023-01-05,14.3
2023-01-06,19.2
2023-01-07,19.6
2023-01-08,21.2
2023-01-09,21.0
2023-01-10,20.8
2023-01-11,20.9
2023-01-12,20.5
2023-01-13,20.4
2023-01-14,20.4
2023-01-15,20.5
2023-01-16,20.7
2023-01-17,20.7
2023-01-18,20.7
2023-01-19,20.5
2023-01-20,20.5
2023-01-21,20.7
2023-01-22,20.8
2023-01-23,20.7
2023-01-24,21.0
2023-01-25,21.4
2023-01-26,21.4
2023-01-27,21.2
2023-01-28,21.6
2023-01-29,21.4
2023-01-30,20.7
2023-01-31,19.6
2023-02-01,20.0
2023-02-02,22.2
2023-02-03,22.5
2023-02-04,22.2
2023-02-05,22.9
2023-02-06,20.8
2023-02-07,22.3
2023-02-08,22.4
2023-02-09,22.8
2023-02-10,22.9
2023-02-11,23.5
2023-02-12,23.3
2023-02-13,24.4
2023-02-14,24.6
2023-02-15,24.4
2023-02-16,24.2
2023-02-17,24.0
2023-02-18,24.0
2023-02-19,24.0
2023-02-20,24.0
2023-02-21,24.2
2023-02-22,24.4
2023-02-23,24.6
2023-02-24,25.0
2023-02-25,25.0
2023-02-26,24.9
2023-02-27,24.7
2023-02-28,25.1
2023-03-01,25.0
2023-03-02,25.2
2023-03-03,25.3
2023-03-04,25.5
2023-03-05,25.4
2023-03-06,25.7
2023-03-07,25.6
2023-03-08,25.2
2023-03-09,23.3
2023-03-10,25.8
2023-03-11,25.8
2023-03-12,26.1
2023-03-13,26.1
2023-03-14,26.5
2023-03-15,24.3
2023-03-16,22.2
2023-03-17,16.1
2023-03-18,20.8
2023-03-19,24.6
2023-03-20,25.0
2023-03-21,26.5
2023-03-22,25.9
2023-03-23,23.2
2023-03-24,23.2
2023-03-25,23.2
2023-03-26,20.9
2023-03-27,27.0
2023-03-28,26.7
2023-03-29,26.8
2023-03-30,25.9
2023-03-31,21.4
2023-04-01,27.2
2023-04-02,24.9
2023-04-03,23.8
2023-04-04,23.3
2023-04-05,23.7
2023-04-06,24.9
2023-04-07,15.7
2023-04-08,27.3
2023-04-09,27.5
2023-04-10,27.9
2023-04-11,27.8
2023-04-12,27.9
2023-04-13,28.0
2023-04-14,25.8
2023-04-15,26.1
2023-04-16,27.1
2023-04-17,28.0
2023-04-18,27.5
2023-04-19,28.4
2023-04-20,28.4
2023-04-21,25.9
2023-04-22,23.3
2023-04-23,27.6
2023-04-24,25.6
2023-04-25,23.1
2023-04-26,21.3
2023-04-27,23.6
2023-04-28,26.6
2023-04-29,14.7
2023-04-30,22.6
2023-05-01,20.9
2023-05-02,15.3
2023-05-03,9.9
2023-05-04,22.9
2023-05-05,23.9
2023-05-06,22.6
2023-05-07,24.8
2023-05-08,22.5
2023-05-09,24.0
2023-05-10,25.5
2023-05-11,24.4
2023-05-12,24.3
2023-05-13,24.7
2023-05-14,27.3
2023-05-15,28.5
2023-05-16,28.5
2023-05-17,29.2
2023-05-18,26.4
2023-05-19,25.4
2023-05-20,17.9
2023-05-21,23.0
2023-05-22,27.5
2023-05-23,27.8
2023-05-24,28.1
2023-05-25,23.5
2023-05-26,23.6
2023-05-27,28.3
2023-05-28,27.3
2023-05-29,22.6
2023-05-30,23.7
2023-05-31,26.5
2023-06-01,24.4
2023-06-02,28.3
2023-06-03,20.5
2023-06-04,21.4
2023-06-05,25.7
2023-06-06,23.4
2023-06-07,18.9
2023-06-08,23.4
2023-06-09,20.7
2023-06-10,20.1
2023-06-11,26.0
2023-06-12,26.5
2023-06-13,24.9
2023-06-14,27.6
2023-06-15,27.9
2023-06-16,27.8
2023-06-17,27.2
2023-06-18,17.4
2023-06-19,21.8
2023-06-20,21.2
2023-06-21,13.3
2023-06-22,13.5
2023-06-23,11.6
2023-06-24,1.5
2023-06-25,15.3
2023-06-26,9.8
2023-06-27,16.3
2023-06-28,18.0
2023-06-29,18.0
2023-06-30,21.9
2023-07-01,18.5
2023-07-02,16.7
2023-07-03,14.5
2023-07-04,3.8
2023-07-05,9.3
2023-07-06,2.0
2023-07-07,14.6
2023-07-08,13.5
2023-07-09,20.6
2023-07-10,24.9
2023-07-11,20.1
2023-07-12,17.7
2023-07-13,15.5
2023-07-14,14.0
2023-07-15,11.9
2023-07-16,16.4
2023-07-17,3.2
2023-07-18,2.8
2023-07-19,2.9
2023-07-20,8.3
2023-07-21,6.4
2023-07-22,8.8
2023-07-23,4.8
2023-07-24,1.5
2023-07-25,5.6
2023-07-26,3.8
2023-07-27,4.9
2023-07-28,9.1
2023-07-29,20.5
2023-07-30,16.0
2023-07-31,17.6
2023-08-01,23.3
2023-08-02,19.2
2023-08-03,17.6
2023-08-04,21.2
2023-08-05,18.8
2023-08-06,18.0
2023-08-07,20.3
2023-08-08,24.9
2023-08-09,15.8
2023-08-10,15.8
2023-08-11,19.2
2023-08-12,18.4
2023-08-13,17.9
2023-08-14,17.5
2023-08-15,13.8
2023-08-16,19.2
2023-08-17,15.4
2023-08-18,9.1
2023-08-19,6.0
2023-08-20,22.6
2023-08-21,21.9
2023-08-22,19.0
2023-08-23,20.0
2023-08-24,15.4
2023-08-25,19.4
2023-08-26,11.7
2023-08-27,22.0
2023-08-28,22.8
2023-08-29,17.7
2023-08-30,18.4
2023-08-31,14.0
2023-09-01,18.0
2023-09-02,23.4
2023-09-03,10.9
2023-09-04,6.8
2023-09-05,5.9
2023-09-06,15.4
2023-09-07,16.2
2023-09-08,17.8
2023-09-09,22.5
2023-09-10,20.6
2023-09-11,4.4
2023-09-12,21.9
2023-09-13,11.1
2023-09-14,16.3
2023-09-15,17.2
2023-09-16,23.1
2023-09-17,25.3
2023-09-18,23.0
2023-09-19,22.1
2023-09-20,22.0
2023-09-21,6.4
2023-09-22,14.4
2023-09-23,15.6
2023-09-24,12.0
2023-09-25,17.9
2023-09-26,21.4
2023-09-27,22.8
2023-09-28,21.1
2023-09-29,19.9
2023-09-30,22.0
2023-10-01,20.5
2023-10-02,17.4
2023-10-03,23.3
2023-10-04,23.1
2023-10-05,24.4
2023-10-06,24.5
2023-10-07,24.4
2023-10-08,24.2
2023-10-09,24.2
2023-10-10,22.8
2023-10-11,23.3
2023-10-12,24.0
2023-10-13,21.1
2023-10-14,23.1
2023-10-15,21.3
2023-10-16,21.4
2023-10-17,19.9
2023-10-18,23.3
2023-10-19,23.3
2023-10-20,22.6
2023-10-21,23.0
2023-10-22,22.9
2023-10-23,22.8
2023-10-24,23.4
2023-10-25,22.6
2023-10-26,23.1
2023-10-27,23.0
2023-10-28,22.1
2023-10-29,16.6
2023-10-30,17.5
2023-10-31,17.5
2023-11-01,18.4
2023-11-02,18.8
2023-11-03,17.9
2023-11-04,16.5
2023-11-05,16.9
2023-11-06,16.4
2023-11-07,16.6
2023-11-08,14.7
2023-11-09,13.8
2023-11-10,20.6
2023-11-11,20.6
2023-11-12,19.6
2023-11-13,20.4
2023-11-14,15.2
2023-11-15,17.9
2023-11-16,20.5
2023-11-17,20.3
2023-11-18,20.2
2023-11-19,19.0
2023-11-20,19.3
2023-11-21,18.6
2023-11-22,17.2
2023-11-23,11.4
2023-11-24,15.0
2023-11-25,16.5
2023-11-26,15.0
2023-11-27,18.7
2023-11-28,16.2
2023-11-29,19.4
2023-11-30,17.2
2023-12-01,19.6
2023-12-02,18.0
2023-12-03,15.0
2023-12-04,3.3
2023-12-05,2.0
2023-12-06,5.8
2023-12-07,16.2
2023-12-08,19.0
2023-12-09,18.8
2023-12-10,19.6
2023-12-11,19.3
2023-12-12,19.4
2023-12-13,19.6
2023-12-14,19.3
2023-12-15,16.8
2023-12-16,13.3
2023-12-17,16.6
2023-12-18,17.9
2023-12-19,18.1
2023-12-20,19.1
2023-12-21,19.8
2023-12-22,18.7
2023-12-23,18.1
2023-12-24,18.3
2023-12-25,18.3
2023-12-26,19.3
2023-12-27,19.2
2023-12-28,19.3
2023-12-29,18.9
2023-12-30,19.3
2023-12-31,19.5
2024-01-01,17.5
2024-01-02,19.3
2024-01-03,19.3
2024-01-04,19.4
2024-01-05,19.6
2024-01-06,19.3
2024-01-07,19.4
2024-01-08,14.9
2024-01-09,19.1
2024-01-10,17.8
2024-01-11,18.8
2024-01-12,19.4
2024-01-13,19.9
2024-01-14,20.1
2024-01-15,20.1
2024-01-16,19.9
2024-01-17,20.2
2024-01-18,19.9
2024-01-19,20.5
2024-01-20,19.6
2024-01-21,20.2
2024-01-22,20.5
2024-01-23,19.8
2024-01-24,14.0
2024-01-25,20.8
2024-01-26,20.3
2024-01-27,20.8
2024-01-28,21.1
2024-01-29,21.0
2024-01-30,21.4
2024-01-31,21.3
2024-02-01,21.2
2024-02-02,21.3
2024-02-03,20.8
2024-02-04,21.7
2024-02-05,21.8
2024-02-06,21.9
2024-02-07,22.2
2024-02-08,22.2
2024-02-09,22.2
2024-02-10,17.1
2024-02-11,22.0
2024-02-12,22.9
2024-02-13,22.8
2024-02-14,21.5
2024-02-15,23.2
2024-02-16,23.9
2024-02-17,23.9
2024-02-18,23.9
2024-02-19,23.8
2024-02-20,23.6
2024-02-21,23.9
2024-02-22,23.9
2024-02-23,15.1
2024-02-24,22.9
2024-02-25,15.3
2024-02-26,23.5
2024-02-27,24.4
2024-02-28,24.6
2024-02-29,24.1
2024-03-01,23.2
2024-03-02,25.0
2024-03-03,24.9
2024-03-04,24.7
2024-03-05,25.2
2024-03-06,23.3
2024-03-07,25.5
2024-03-08,23.0
2024-03-09,22.6
2024-03-10,24.0
2024-03-11,25.5
2024-03-12,25.6
2024-03-13,24.3
2024-03-14,24.6
2024-03-15,25.5
2024-03-16,25.4
2024-03-17,24.3
2024-03-18,15.4
2024-03-19,12.2
2024-03-20,21.7
2024-03-21,26.6
2024-03-22,26.5
2024-03-23,26.5
2024-03-24,25.4
2024-03-25,26.6
2024-03-26,26.8
2024-03-27,27.0
2024-03-28,27.0
2024-03-29,27.0
2024-03-30,27.1
2024-03-31,27.1
2024-04-01,27.2
2024-04-02,27.4
2024-04-03,26.1
2024-04-04,26.9
2024-04-05,26.3
2024-04-06,26.8
2024-04-07,26.9
2024-04-08,27.0
2024-04-09,27.0
2024-04-10,27.1
2024-04-11,25.3
2024-04-12,22.2
2024-04-13,25.5
2024-04-14,27.5
2024-04-15,27.8
2024-04-16,27.9
2024-04-17,25.5
2024-04-18,19.3
2024-04-19,21.2
2024-04-20,11.3
2024-04-21,21.1
2024-04-22,28.3
2024-04-23,28.3
2024-04-24,28.4
2024-04-25,28.5
2024-04-26,28.0
2024-04-27,28.1
2024-04-28,28.0
2024-04-29,28.1
2024-04-30,28.3
2024-05-01,27.7
2024-05-02,28.2
2024-05-03,28.3
2024-05-04,28.0
2024-05-05,28.2
2024-05-06,28.0
2024-05-07,27.8
2024-05-08,27.3
2024-05-09,27.4
2024-05-10,25.5
2024-05-11,26.4
2024-05-12,26.4
2024-05-13,13.0
2024-05-14,26.5
2024-05-15,26.7
2024-05-16,21.8
2024-05-17,11.6
2024-05-18,13.5
2024-05-19,18.3
2024-05-20,16.8
2024-05-21,27.6
2024-05-22,27.6
2024-05-23,23.5
2024-05-24,27.5
2024-05-25,16.2
2024-05-26,25.5
2024-05-27,25.4
2024-05-28,22.5
2024-05-29,22.1
2024-05-30,27.4
2024-05-31,27.9
2024-06-01,26.6
2024-06-02,22.7
2024-06-03,11.3
2024-06-04,12.2
2024-06-05,18.3
2024-06-06,15.1
2024-06-07,24.8
2024-06-08,17.1
2024-06-09,13.4
2024-06-10,21.4
2024-06-11,11.7
2024-06-12,25.2
2024-06-13,22.6
2024-06-14,18.3
2024-06-15,20.6
2024-06-16,5.9
2024-06-17,22.0
2024-06-18,20.5
2024-06-19,9.7
2024-06-20,19.9
2024-06-21,17.2
2024-06-22,12.4
2024-06-23,17.9
2024-06-24,20.2
2024-06-25,17.6
2024-06-26,8.2
2024-06-27,2.6
2024-06-28,7.3
2024-06-29,12.4
2024-06-30,5.3
2024-07-01,16.5
